Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025],2026 [YR2026],2027 [YR2027],2028 [YR2028],2029 [YR2029],2030 [YR2030],2031 [YR2031],2032 [YR2032],2033 [YR2033],2034 [YR2034],2035 [YR2035],2036 [YR2036],2037 [YR2037],2038 [YR2038],2039 [YR2039],2040 [YR2040],2041 [YR2041],2042 [YR2042],2043 [YR2043],2044 [YR2044],2045 [YR2045],2046 [YR2046],2047 [YR2047],2048 [YR2048],2049 [YR2049],2050 [YR2050]
"Population ages 80 and above, female",SP.POP.80UP.FE,Mauritius,MUS,905,1043,1152,1228,1272,1289,1381,1450,1497,1503,1478,1616,1728,1796,1827,1821,1995,2193,2390,2609,2837,3074,3267,3397,3494,3544,3754,3928,4071,4184,4265,4648,5003,5294,5546,5733,5981,6226,6448,6684,6935,7638,8294,8892,9399,9808,10283,10701,11059,11364,11634,12286,12914,13506,14077,14646,15335,15982,16572,17000,18000,18000,19000,19000,20000,21000,22000,24000,25000,27000,28000,30000,32000,34000,35000,37000,39000,40000,42000,43000,45000,47000,49000,51000,52000,53000,55000,56000,56000,57000,57000
"Population ages 80 and above, female",SP.POP.80UP.FE,Mexico,MEX,90414,97861,104407,110030,114871,119054,127310,134874,141612,147292,151832,161478,169842,177110,183791,190294,202844,215019,226717,237818,248353,266524,283440,298750,312193,323823,341589,356955,370731,383889,397037,417702,437747,455935,470662,481614,499234,512694,524403,537465,553715,583148,613138,643320,673037,702249,747219,790158,831017,870282,908707,954983,998637,1039001,1074581,1105186,1140738,1170037,1195961,1223000,1254000,1300000,1347000,1394000,1439000,1485000,1536000,1584000,1634000,1694000,1771000,1865000,1968000,2078000,2194000,2314000,2438000,2562000,2686000,2813000,2947000,3083000,3219000,3358000,3506000,3664000,3825000,3984000,4148000,4332000,4547000
"Population ages 80 and above, female",SP.POP.80UP.FE,"Micronesia, Fed. Sts.",FSM,106,111,117,120,119,116,123,129,134,135,131,140,147,154,157,160,172,183,192,197,192,200,203,199,193,190,200,204,209,215,213,233,250,259,266,269,298,316,334,345,350,386,427,469,500,520,519,507,480,453,431,449,463,476,474,456,468,468,462,400,400,400,400,400,400,400,500,500,500,600,600,600,700,800,800,800,900,1000,1000,1000,1000,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100
"Population ages 80 and above, female",SP.POP.80UP.FE,Moldova,MDA,16592,17488,18019,18154,17963,17522,18712,19638,20065,19831,18965,19674,20178,20559,20863,21021,21813,22331,22668,22910,23099,24523,25767,26721,27274,27374,28891,29832,30349,30693,30982,33212,35081,35957,35310,33146,33525,32795,31450,29924,28548,30788,33167,35323,36973,38017,41129,43985,46403,48164,49158,51101,52330,53056,53444,53497,55414,56750,57411,57000,56000,58000,59000,59000,59000,57000,56000,55000,53000,54000,56000,62000,70000,77000,84000,89000,94000,98000,102000,105000,107000,112000,117000,120000,122000,122000,123000,122000,120000,117000,115000
"Population ages 80 and above, female",SP.POP.80UP.FE,Mongolia,MNG,1875,2128,2340,2492,2560,2540,2759,2922,3034,3091,3087,3440,3733,3956,4116,4213,4651,5030,5302,5399,5305,5597,5721,5741,5736,5713,6288,6826,7191,7264,7012,7197,7134,6886,6547,6158,6641,7023,7202,7100,6699,7034,7221,7264,7183,6972,7426,7780,8028,8202,8297,9103,9868,10538,11065,11435,12156,12757,13243,14000,14000,15000,15000,16000,16000,17000,17000,18000,18000,19000,19000,21000,22000,23000,25000,27000,29000,32000,34000,37000,40000,45000,49000,53000,57000,60000,64000,68000,71000,74000,76000
"Population ages 80 and above, female",SP.POP.80UP.FE,Montenegro,MNE,3000,3091,3117,3095,3037,2950,3115,3244,3335,3401,3443,3675,3900,4108,4297,4460,4762,5042,5299,5548,5793,6137,6447,6721,6955,7155,7540,7853,8104,8307,8488,8818,9119,9343,9430,9351,9129,8707,8164,7588,7038,7122,7220,7331,7463,7638,8106,8538,8918,9244,9521,10098,10620,11090,11502,11855,12485,13044,13484,14000,14000,14000,14000,14000,14000,14000,14000,15000,15000,15000,16000,17000,18000,19000,20000,21000,21000,22000,23000,23000,24000,25000,25000,26000,26000,26000,27000,27000,27000,27000,27000
"Population ages 80 and above, female",SP.POP.80UP.FE,Morocco,MAR,16255,18226,19874,20921,21114,20396,21827,22726,23209,23434,23410,26096,28445,30294,31571,32230,35775,38667,40828,42300,43082,47559,51359,54095,55512,55567,59457,62481,64297,64587,63323,66420,68444,69526,69835,69526,74158,78088,81516,84793,88118,97209,105639,113375,120693,127772,140365,152205,162813,171790,179235,192339,203194,211981,219093,225005,238911,250878,260828,269000,274000,289000,302000,312000,319000,321000,330000,335000,339000,347000,361000,390000,423000,457000,492000,530000,578000,625000,672000,718000,763000,813000,860000,904000,946000,987000,1034000,1077000,1116000,1154000,1191000
"Population ages 80 and above, female",SP.POP.80UP.FE,Mozambique,MOZ,7798,8641,9297,9705,9795,9503,10514,11312,11822,11982,11726,12912,13840,14450,14683,14491,15869,16988,17749,18076,17888,19499,20698,21343,21337,20606,22222,23298,23800,23746,23117,24881,26389,27446,27855,27481,29925,31856,33186,33897,33979,36789,39164,40998,42221,42793,46200,49074,51324,52941,53933,58036,61521,64276,66260,67488,72223,76211,79360,82000,83000,89000,93000,97000,99000,101000,107000,111000,115000,118000,119000,126000,133000,137000,141000,143000,151000,158000,164000,168000,171000,180000,189000,195000,201000,205000,218000,229000,238000,247000,254000
"Population ages 80 and above, female",SP.POP.80UP.FE,Myanmar,MMR,38179,41683,44358,46059,46736,46289,50489,53949,56431,57768,57849,62804,66819,69644,71097,71084,76867,81403,84543,86285,86578,93831,99712,103795,105845,105776,113563,119722,123786,125378,124395,132766,138760,142442,144171,144101,154860,163749,169964,172857,172252,183340,191191,195799,197571,196807,209895,220239,227055,229887,228735,242059,251773,257136,257618,253232,263561,269894,271881,269000,262000,272000,279000,283000,283000,280000,295000,307000,317000,327000,340000,376000,411000,441000,465000,481000,518000,549000,571000,586000,593000,628000,655000,674000,686000,691000,732000,765000,789000,804000,811000
"Population ages 80 and above, female",SP.POP.80UP.FE,Namibia,NAM,1429,1557,1652,1715,1742,1729,1872,1984,2054,2068,2025,2145,2225,2257,2252,2198,2341,2449,2508,2533,2519,2714,2871,2983,3041,3046,3240,3389,3490,3547,3550,3788,3968,4084,4139,4134,4402,4606,4745,4806,4790,5089,5302,5443,5519,5538,5928,6255,6499,6623,6622,6957,7185,7306,7330,7270,7609,7870,8053,8200,8200,8700,9100,9400,9700,9800,10000,11000,11000,12000,12000,13000,14000,14000,15000,15000,16000,17000,18000,19000,19000,21000,22000,23000,24000,24000,26000,27000,28000,29000,30000
"Population ages 80 and above, female",SP.POP.80UP.FE,Nepal,NPL,4190,5951,7800,9399,10468,10867,12329,13485,14259,14574,14340,15820,17018,17827,18129,17846,19605,21004,21994,22539,22565,25001,27074,28648,29631,29933,32993,35551,37459,38598,38895,42463,45403,47549,48814,49148,53191,56504,58960,60512,61132,66317,70592,73824,76112,77614,84006,89502,93539,95595,95519,100026,102750,103946,104055,103441,109829,115472,120257,124000,127000,137000,147000,155000,163000,170000,184000,197000,209000,219000,230000,250000,268000,284000,296000,303000,316000,325000,331000,337000,342000,358000,374000,388000,401000,413000,436000,458000,479000,498000,518000
"Population ages 80 and above, female",SP.POP.80UP.FE,Netherlands,NLD,84812,90198,94899,98708,101691,104013,110572,116118,120660,124511,127806,135407,141795,146993,151341,155297,165289,174196,182368,190013,197368,209474,220042,229468,238184,246579,258280,268952,278467,286686,294194,305187,314438,321813,326991,330055,336618,340711,343735,346934,351102,362645,373023,381502,387436,390742,400047,407254,413693,419997,426272,437653,447365,455828,463801,471617,481208,489491,496756,502000,508000,518000,526000,536000,549000,567000,593000,621000,651000,679000,705000,729000,749000,768000,787000,807000,826000,845000,864000,883000,905000,927000,948000,969000,989000,1011000,1032000,1050000,1068000,1084000,1100000
"Population ages 80 and above, female",SP.POP.80UP.FE,New Caledonia,NCL,152,165,179,186,189,185,202,213,223,232,244,267,288,303,322,336,349,358,368,373,377,405,427,448,470,496,547,598,655,703,745,792,832,865,895,915,955,1002,1066,1141,1230,1312,1402,1508,1620,1738,1831,1937,2072,2252,2470,2616,2738,2839,2931,3016,3154,3276,3389,3500,3600,3800,4000,4100,4300,4400,4600,4800,4900,5100,5300,5500,5700,5900,6200,6400,6800,7100,7500,7800,8200,8600,9100,9500,9900,10000,11000,11000,12000,12000,13000
"Population ages 80 and above, female",SP.POP.80UP.FE,New Zealand,NZL,19990,21290,22416,23033,23260,23053,24381,25584,26369,26915,27309,28378,29150,29641,29908,29924,31379,32678,33939,35012,36096,37637,39046,40350,41364,42266,43759,45547,47004,48490,50123,54477,56708,58779,60686,62402,64973,67056,68783,70353,72055,73965,76463,78941,80796,82137,84672,86786,88752,90704,92479,93514,93828,94160,95298,97024,100051,103178,106286,109000,111000,115000,119000,122000,127000,133000,139000,146000,154000,161000,169000,176000,182000,188000,195000,202000,209000,215000,222000,230000,238000,246000,253000,261000,268000,275000,281000,286000,291000,296000,301000
"Population ages 80 and above, female",SP.POP.80UP.FE,Nicaragua,NIC,2525,2781,2981,3123,3211,3251,3586,3878,4113,4261,4320,4664,4950,5178,5327,5403,5783,6106,6387,6634,6843,7277,7665,7990,8266,8488,9076,9595,10027,10373,10634,11361,12027,12621,13134,13585,14647,15631,16556,17460,18369,20022,21654,23247,24781,26267,28190,30026,31770,33414,34976,36914,38734,40477,42182,43892,46033,48048,50006,52000,54000,57000,59000,62000,65000,66000,68000,70000,72000,74000,78000,83000,89000,95000,102000,110000,118000,126000,134000,142000,150000,157000,164000,172000,179000,187000,196000,204000,212000,220000,230000
"Population ages 80 and above, female",SP.POP.80UP.FE,Niger,NER,770,843,914,949,904,756,803,826,856,911,957,1258,1534,1765,1927,1976,2420,2819,3104,3215,3119,3550,3892,4133,4273,4273,4936,5519,5984,6307,6452,7360,8129,8711,9076,9203,10293,11178,11780,12059,11986,13227,14202,14824,15031,14782,16219,17331,18048,18317,18118,20016,21614,22824,23613,23963,26446,28479,30022,31000,32000,35000,38000,40000,42000,42000,46000,49000,52000,53000,53000,56000,59000,60000,61000,61000,65000,69000,72000,74000,75000,81000,86000,90000,92000,93000,101000,107000,112000,115000,116000
"Population ages 80 and above, female",SP.POP.80UP.FE,Nigeria,NGA,38339,42955,46187,47511,46436,42391,47979,52078,54185,53863,50527,57456,62629,65506,65722,62741,71108,77697,81496,81664,77641,86252,92420,95561,95320,91274,101267,108675,112546,112185,106994,118330,126406,130342,129565,123456,136420,145453,149273,146984,137778,151590,160744,163746,159495,147052,162156,172759,177367,174833,164243,181314,193485,199390,198144,188875,209447,224757,233288,234000,226000,252000,271000,282000,285000,277000,306000,328000,341000,343000,334000,368000,393000,408000,413000,406000,447000,480000,501000,510000,506000,557000,597000,624000,636000,633000,692000,738000,770000,788000,790000
